symbol,name_cn,exchange,currency,lot_size,total_shares,circulating_shares,hk_shares,eps,eps_ttm,bps,dividend_yield,stock_derivatives,board
600543.SH,莫高股份,SSE,CNY,100,321120000,321120000,0,-0.1622,-0.2326566020802192,2.3659263947745393,0.0,[],SHMainNonConnect
600545.SH,卓郎智能,SSE,CNY,100,1787912222,1787912222,0,-0.0709,-0.1380151648183095,1.7872040700217329,0.0,[],SHMainConnect
600546.SH,山煤国际,SSE,CNY,100,1982456140,1982456140,0,1.14,0.6219230363048536,8.260728899253227,0.69,[],SHMainConnect
600547.SH,山东黄金,SSE,CNY,100,4609929525,3614443347,0,0.57,1.050315103027524,6.598508646283481,0.3182879209416981,[],SHMainConnect
600548.SH,深高速,SSE,CNY,100,2537856127,1714425983,0,0.441,0.489121948546928,9.213184914902783,0.2440000000007881,[],SHMainConnect
600549.SH,厦门钨业,SSE,CNY,100,1587585826,1553931980,0,1.4556,1.3273815282286352,10.570791919258417,0.6039999999974806,[],SHMainConnect
600550.SH,保变电气,SSE,CNY,100,1841528480,1841528480,0,0.052,0.0857213850311997,0.4251276829343416,0.0,[],SHMainConnect
600551.SH,时代出版,SSE,CNY,100,678055239,678055239,0,0.5892,0.612581972218933,8.643584606592798,0.4,[],SHMainConnect
600552.SH,凯盛科技,SSE,CNY,100,944606894,944606894,0,0.1484,0.1662057106583006,4.50039086459388,0.05,[],SHMainConnect
600556.SH,天下秀,SSE,CNY,100,1807747642,1807747642,0,0.03,0.0120197031350906,2.1277293685663676,0.0085999999993362,[],SHMainConnect
600557.SH,康缘药业,SSE,CNY,100,566158806,566158806,0,0.68,0.4969905742488796,8.326670028726888,0.0,[],SHMainConnect
600558.SH,大西洋,SSE,CNY,100,897604831,897604831,0,0.1727,0.2348541597142986,2.65016430629037,0.15,[],SHMainNonConnect
600559.SH,老白干酒,SSE,CNY,100,914747444,909509444,0,0.86,0.6899613770224429,5.766606191391555,0.55,[],SHMainConnect
600560.SH,金自天正,SSE,CNY,100,223645500,223645500,0,0.2352,0.2307766609209664,4.315169348276625,0.071,[],SHMainConnect
600561.SH,江西长运,SSE,CNY,100,284476800,284476800,0,0.04,0.0006234671860763,3.183501301160587,0.0,[],SHMainConnect
600562.SH,国睿科技,SSE,CNY,100,1241857840,1241857840,0,0.51,0.5105224883550278,5.2383496455761795,0.254,[],SHMainConnect
600563.SH,法拉电子,SSE,CNY,100,225000000,225000000,0,4.62,5.1205442469777775,25.450426249244444,2.0,[],SHMainConnect
600566.SH,济川药业,SSE,CNY,100,921344260,918234360,0,2.76,1.7921508861736437,15.026310851179558,2.0854754342855513,[],SHMainConnect
600567.SH,山鹰国际,SSE,CNY,100,6307453306,6307453306,0,-0.1,-0.1282294099871692,2.42765928041418,0.0,[],SHMainConnect
600568.SH,ST中珠,SSE,CNY,100,1992869681,1669067279,0,-0.3148,-0.281798433903717,0.8612230876977249,0.0,[],SHMainConnect
600569.SH,安阳钢铁,SSE,CNY,100,2872421386,2872421386,0,-1.139,-0.3610476000752071,0.9499187149868964,0.0,[],SHMainConnect
600570.SH,恒生电子,SSE,CNY,100,1894130907,1894130907,0,0.549999,0.5558726281213677,4.763657689114515,0.0997278088340702,[],SHMainConnect
600571.SH,信雅达,SSE,CNY,100,466318309,457751703,0,0.15,0.2152493094153848,2.5700819458495676,0.0469999999935666,[],SHMainConnect
600572.SH,康恩贝,SSE,CNY,100,2535020141,2528278288,0,0.246313,0.2713959356980115,2.799432284112176,0.1491829506927772,[],SHMainConnect
600573.SH,惠泉啤酒,SSE,CNY,100,250000000,250000000,0,0.259,0.33485729204,5.50460756464,0.08,[],SHMainNonConnect
600575.SH,淮河能源,SSE,CNY,100,7166792170,3886261065,0,0.22,0.107124530923854,3.1042470588972026,0.0,[],SHMainConnect
600576.SH,祥源文旅,SSE,CNY,100,1054548440,660390083,0,0.14,0.1826406852870599,2.8166458140130577,0.0,[],SHMainConnect
600577.SH,精达股份,SSE,CNY,100,2149266059,2149266059,0,0.26,0.2776470319350072,2.7864131488338924,0.0799963185572271,[],SHMainConnect
600578.SH,京能电力,SSE,CNY,100,6694621015,6694621015,0,0.23,0.5210755929982991,3.549367308237388,0.12,[],SHMainConnect
600579.SH,中化装备,SSE,CNY,100,493600759,493600759,0,-4.44,-2.329272643217309,3.3216969697974066,0.0,[],SHMainNonConnect
600580.SH,卧龙电驱,SSE,CNY,100,1562117511,1557632511,0,0.5086,0.6229962876333188,6.852511993791996,0.1245880431718686,[],SHMainConnect
600581.SH,八一钢铁,SSE,CNY,100,1532897870,1532897870,0,-1.135,-0.5732624106392685,-0.3107082334193602,0.0,[],SHMainConnect
600582.SH,天地科技,SSE,CNY,100,4138588892,4138588892,0,0.633,0.6731828248573959,6.163074195080017,0.3169999999990335,[],SHMainConnect
600583.SH,海油工程,SSE,CNY,100,4421354800,4421354800,0,0.49,0.4572637780618737,6.103824171722206,0.201,[],SHMainConnect
600584.SH,长电科技,SSE,CNY,100,1789414570,1789414570,0,0.9,0.8309762456723486,15.738433491111007,0.15,[],SHMainConnect
600585.SH,海螺水泥,SSE,CNY,100,5299302579,3999702579,0,1.458326,1.6610024954757352,35.92607003654546,0.946012605822182,[],SHMainConnect
600586.SH,金晶科技,SSE,CNY,100,1417337700,1417337700,0,0.0427,-0.3570690523154785,3.876018267537793,0.0147883355533406,[],SHMainConnect
600587.SH,新华医疗,SSE,CNY,100,606644549,604362036,0,1.14,0.838907426678287,12.77979312699635,0.500027503749976,[],SHMainConnect
600588.SH,用友网络,SSE,CNY,100,3416997409,3416997409,0,-0.62,-0.5865076402227966,2.1680858696255454,0.0,[],SHMainConnect
600589.SH,大位科技,SSE,CNY,100,1484669890,1478469890,0,-0.01,0.0294384933677075,0.4790067159104304,0.0,[],SHMainConnect
600590.SH,泰豪科技,SSE,CNY,100,852869750,843569523,0,-1.16,-0.8698244985122289,3.749519704902185,0.0,[],SHMainConnect
600592.SH,龙溪股份,SSE,CNY,100,399553571,399553571,0,0.31,0.1918620935814387,6.365351307246858,0.085000000012514,[],SHMainConnect
600593.SH,大连圣亚,SSE,CNY,100,130445000,128800000,0,-0.5449,-0.8384528398175476,1.8527182332783931,0.0,[],SHMainNonConnect
600594.SH,益佰制药,SSE,CNY,100,791927400,791927400,0,-0.402,-0.2962729924359228,3.034595265020506,0.0,[],SHMainConnect
600595.SH,中孚实业,SSE,CNY,100,4007905114,4007905114,0,0.18,0.2903440480177995,4.162724785138214,0.0,[],SHMainConnect
600596.SH,新安股份,SSE,CNY,100,1349597049,1349597049,0,0.04,-0.0073493296664729,9.216838093493786,0.1,[],SHMainConnect
600597.SH,光明乳业,SSE,CNY,100,1378473763,1378455363,0,0.52,0.5026555365783919,6.8554366964763185,0.1600000006674048,[],SHMainConnect
600598.SH,北大荒,SSE,CNY,100,1777679909,1777679909,0,0.612,0.6168573479163959,4.611733593271993,0.55,[],SHMainConnect
600599.SH,*ST熊猫,SSE,CNY,100,166000000,166000000,0,-2.86,-2.951252201686747,0.6983685646385542,0.0,[],SHMainNonConnect
600600.SH,青岛啤酒,SSE,CNY,100,1364195121,709125943,0,3.186701,3.393537256317456,22.96820368916273,2.2000026883251107,[],SHMainConnect
600601.SH,方正科技,SSE,CNY,100,4273742887,4170293287,0,0.06,0.0851831620164566,1.0421206868404669,0.0,[],SHMainConnect
600602.SH,云赛智联,SSE,CNY,100,1367673455,1074302990,0,0.147983,0.1383942668902644,3.524894968792094,0.0450000000036558,[],SHMainConnect
600603.SH,广汇物流,SSE,CNY,100,1193329151,1193329151,0,0.43,0.3396250506579639,6.122696330637112,0.0,[],SHMainConnect
600604.SH,市北高新,SSE,CNY,100,1873304804,1407454804,0,0.016297,-0.0314406966043311,3.318992640318879,0.01,[],SHMainConnect
600605.SH,汇通能源,SSE,CNY,100,206282429,206282429,0,0.461,0.1113744222005453,6.891554271546802,0.14,[],SHMainConnect
600606.SH,绿地控股,SSE,CNY,100,14054218314,14054218314,0,-1.11,-1.5994069756621259,4.076412019772756,0.0,[],SHMainConnect
600608.SH,*ST沪科,SSE,CNY,100,328861441,318371441,0,-0.0173,-0.0146392786742061,0.1182497925319253,0.0,[],SHMainNonConnect
600609.SH,金杯汽车,SSE,CNY,100,1304558558,1304558558,0,0.29,0.2073875924471916,1.2072792346972592,0.0,[],SHMainConnect
600610.SH,中毅达,SSE,CNY,100,1071274605,708726705,0,-0.0131,0.0430367152500549,0.1059531092683748,0.0,[],SHMainConnect
600611.SH,大众交通,SSE,CNY,100,2364122864,1563316364,0,0.09,0.0364330133097516,4.290511936493838,0.05,[],SHMainConnect
600612.SH,老凤祥,SSE,CNY,100,523117764,317109630,0,3.7273,3.080533327520493,24.58444374507993,2.05,[],SHMainConnect
600613.SH,神奇制药,SSE,CNY,100,534071628,479319978,0,0.13,0.1167181674926944,4.368339427197582,0.15,[],SHMainConnect
600615.SH,鑫源智造,SSE,CNY,100,225624610,225266050,0,0.0417,0.0439095659378647,3.258006780377371,0.0083,[],SHMainNonConnect
600616.SH,金枫酒业,SSE,CNY,100,669004950,669004950,0,0.009,0.0386166788601489,2.8732353376757525,0.05,[],SHMainConnect
600617.SH,国新能源,SSE,CNY,100,1929191776,1775542689,0,-0.18,-0.1756855520568008,1.7536280754754783,0.0,[],SHMainConnect
600618.SH,氯碱化工,SSE,CNY,100,1156399976,749839976,0,0.6809,0.6862392166895029,7.8405292582780195,0.21,[],SHMainConnect
600619.SH,海立股份,SSE,CNY,100,1073344406,789174798,0,0.029999,0.061928661852084,5.705377059849325,0.0130000000018633,[],SHMainConnect
600620.SH,天宸股份,SSE,CNY,100,686677113,686677113,0,0.046714,0.0904806442849945,2.1605544913508714,0.0150000000072814,[],SHMainConnect
600621.SH,华鑫股份,SSE,CNY,100,1060899292,1060899292,0,0.34,0.5344995044826555,8.439653614558166,0.1170000000056556,[],SHMainConnect
600622.SH,光大嘉宝,SSE,CNY,100,1499685402,1499685402,0,-0.93,-1.0194755995497782,1.9608294155616512,0.0,[],SHMainConnect
600623.SH,华谊集团,SSE,CNY,100,2122831280,1871841976,0,0.427238,0.2904574459445501,10.438518517750502,0.18,[],SHMainConnect
600624.SH,ST复华,SSE,CNY,100,679346942,679346942,0,-0.195,-0.1751943846977676,0.9157739678616232,0.0,[],SHMainConnect
600626.SH,申达股份,SSE,CNY,100,1320744667,1107978710,0,0.0436,0.0646536174504954,2.4323908221618433,0.0,[],SHMainConnect
600628.SH,新世界,SSE,CNY,100,646875384,646875384,0,0.11,0.1067886882367439,6.565907601099874,0.04,[],SHMainConnect
600629.SH,华建集团,SSE,CNY,100,970338659,953117050,0,0.41,0.3069671108301169,5.466603121096508,0.1220000000020611,[],SHMainConnect
600630.SH,龙头股份,SSE,CNY,100,424861597,424861597,0,0.09,0.0744399588085152,1.8128271749635212,0.0380000000094148,[],SHMainNonConnect
600633.SH,浙数文化,SSE,CNY,100,1268074472,1268074472,0,0.4,0.4507585543288186,8.044762142518708,0.24,[],SHMainConnect
600635.SH,大众公用,SSE,CNY,100,2952434675,2418791675,0,0.078968,0.1973222032118289,3.0723645494273297,0.036,[],SHMainConnect
600636.SH,*ST国化,SSE,CNY,100,438636802,438636802,0,-0.9317,-0.811416680741713,4.691664292591664,0.05,[],SHMainConnect
600637.SH,东方明珠,SSE,CNY,100,3361899817,3361899817,0,0.1989,0.1462225945324771,8.880542148442611,0.23,[],SHMainConnect
600638.SH,新黄浦,SSE,CNY,100,673396786,673396786,0,0.1213,0.2416003865661456,6.844157908217281,0.03699999999703,[],SHMainConnect
600639.SH,浦东金桥,SSE,CNY,100,1122412893,850236703,0,0.8931,0.8461665779974251,12.904641562755106,0.316195243143915,[],SHMainConnect
600640.SH,国脉文化,SSE,CNY,100,795695940,795695940,0,0.0191,0.0270050967458751,4.998830956571175,0.009,[],SHMainConnect
600641.SH,先导基电,SSE,CNY,100,930629920,930629920,0,0.1173,0.1696523258783685,8.758665342234,0.0423411321011471,[],SHMainConnect
600642.SH,申能股份,SSE,CNY,100,4894079376,4893813156,0,0.802,0.812878728097278,7.504874167954239,0.4500014068018663,[],SHMainConnect
600643.SH,爱建集团,SSE,CNY,100,1593170778,1590351716,0,-0.331342,-0.3710406044994631,7.5078951123280016,0.0,[],SHMainConnect
600644.SH,乐山电力,SSE,CNY,100,578320818,578320818,0,0.0419,0.0464018365494842,3.655680523781525,0.0,[],SHMainConnect
600645.SH,中源协和,SSE,CNY,100,467948890,467770165,0,0.22,0.1597312375075834,7.9306979205357235,0.0,[],SHMainConnect
600648.SH,外高桥,SSE,CNY,100,1359912218,1137770691,0,0.84,0.4996815757632968,11.154229038429008,0.35,[],SHMainConnect
600649.SH,城投控股,SSE,CNY,100,2504500768,2504500768,0,0.1,0.2976607091301958,8.417414143827486,0.04,[],SHMainConnect
600650.SH,锦江在线,SSE,CNY,100,551610107,390560075,0,0.356,0.2250027867962905,7.761416399518582,0.11,[],SHMainConnect
600651.SH,飞乐音响,SSE,CNY,100,2507028015,2507028015,0,0.016,0.0198019988739535,0.9943561567539962,0.0,[],SHMainConnect
600653.SH,申华控股,SSE,CNY,100,1946380317,1946380317,0,0.02,0.0029711458595684,0.3755620154013302,0.0,[],SHMainNonConnect
600654.SH,中安科,SSE,CNY,100,2877556831,2317394767,0,0.007,0.0719007503939025,0.6005520257994168,0.0,[],SHMainConnect
600655.SH,豫园股份,SSE,CNY,100,3892458273,3889846273,0,0.032,-0.390984212464543,8.857578783912631,0.1889525028339334,[],SHMainConnect
600657.SH,信达地产,SSE,CNY,100,2851878595,2851878595,0,-0.27,-2.106022819428609,6.497478025631032,0.0,[],SHMainConnect
600658.SH,电子城,SSE,CNY,100,1118585045,1118585045,0,-1.41,-1.3103543085005216,4.956558206443749,0.0,[],SHMainConnect
600660.SH,福耀玻璃,SSE,CNY,100,2609743532,2002986332,0,2.87,3.4804362687850507,13.592903837877966,2.7,[],SHMainConnect
600661.SH,昂立教育,SSE,CNY,100,286548830,286548830,0,-0.18,-0.0757403416025115,0.4695536393221358,0.0,[],SHMainConnect
600662.SH,外服控股,SSE,CNY,100,2283457375,2276471112,0,0.4792,0.484316284020848,2.2090505419616164,0.2400041106088087,[],SHMainConnect
600663.SH,陆家嘴,SSE,CNY,100,5035153679,3155683662,0,0.3063,0.3009729063643938,5.028040879806481,0.1502600000006872,[],SHMainConnect
600664.SH,哈药股份,SSE,CNY,100,2518509876,2518509876,0,0.25,0.178341440794096,2.2465244757253435,0.0,[],SHMainConnect
600665.SH,天地源,SSE,CNY,100,864122521,864122521,0,-1.1803,-1.5504846520832662,3.073608421970523,0.0,[],SHMainNonConnect
600666.SH,奥瑞德,SSE,CNY,100,2751447394,2419752935,0,-0.0623,0.0534084689645351,0.4106173347430534,0.0,[],SHMainConnect
600667.SH,太极实业,SSE,CNY,100,2091542178,2091542178,0,0.31,0.280180125733998,4.138860493192502,0.0956653272473475,[],SHMainConnect
600668.SH,尖峰集团,SSE,CNY,100,412900594,412900594,0,0.2615,1.6641670086819977,13.984978397415432,0.0833333332526037,[],SHMainConnect
600671.SH,天目药业,SSE,CNY,100,121778885,121720533,0,0.1252,0.2722160774423251,0.5468327403391811,0.0,[],SHMainNonConnect
600673.SH,东阳光,SSE,CNY,100,3009555059,3001557927,0,0.129958,0.3216526572906935,3.235238498934536,0.0,[],SHMainConnect
600674.SH,川投能源,SSE,CNY,100,4874606828,4874606828,0,0.9294,0.8835803304770655,9.105328571004087,0.4,[],SHMainConnect
600675.SH,中华企业,SSE,CNY,100,6046135331,6046135331,0,-0.05,0.0929741183327145,2.4278530673695897,0.0,[],SHMainConnect
600676.SH,交运股份,SSE,CNY,100,1028492944,1028492944,0,-0.380279,-0.1894682199880994,4.989290204960318,0.0,[],SHMainConnect
600678.SH,四川金顶,SSE,CNY,100,348990000,348990000,0,-0.055,0.0545415810768217,0.8079002606378406,0.0,[],SHMainNonConnect
600679.SH,上海凤凰,SSE,CNY,100,515294257,343694257,0,-0.2699,-0.1417330787950156,4.1523691668273335,0.024,[],SHMainNonConnect
600681.SH,百川能源,SSE,CNY,100,1340854810,1339808772,0,0.237899,0.2505326034442163,2.6194269718136,0.235,[],SHMainConnect
600682.SH,南京新百,SSE,CNY,100,1345132221,1164060275,0,0.17,0.1642245129373048,13.158787668398288,0.0159286315542061,[],SHMainConnect
600683.SH,京投发展,SSE,CNY,100,740777597,740777597,0,-1.86,-0.7873810310842864,-0.1745533364584188,0.0,[],SHMainNonConnect
600684.SH,珠江股份,SSE,CNY,100,1106074283,853460723,0,0.02,0.0315823468069911,1.1120168683101006,0.0,[],SHMainConnect
600685.SH,中船防务,SSE,CNY,100,1413506378,821435181,0,0.266898,0.5978915189373132,12.711234237847917,0.15,[],SHMainConnect
600686.SH,金龙汽车,SSE,CNY,100,717047417,717047417,0,0.22,0.4583278333321156,4.559243829547189,0.11,[],SHMainConnect
600688.SH,上海石化,SSE,CNY,100,10542617500,7328813500,0,0.02967,-0.0141873685543462,2.3018727559830374,0.02,[],SHMainConnect
600689.SH,上海三毛,SSE,CNY,100,200991343,152204143,0,0.09,0.0863870471774498,2.3562163294764393,0.0150000000248767,[],SHMainNonConnect
600690.SH,海尔智家,SSE,CNY,100,9377629650,6253028411,0,2.02,2.2357012709016506,12.751218693877508,1.226682363530959,[],SHMainConnect
600691.SH,潞化科技,SSE,CNY,100,2375981952,2375585952,0,-0.2865,-0.2767122922657621,1.5221672523251557,0.0,[],SHMainConnect
600692.SH,亚通股份,SSE,CNY,100,351764064,255010517,0,0.0181,-0.0408982878649025,2.6285696687595697,0.04,[],SHMainNonConnect
600693.SH,东百集团,SSE,CNY,100,869846246,868952782,0,0.05,0.0529787098834016,4.062306092357384,0.08,[],SHMainConnect
600694.SH,大商股份,SSE,CNY,100,344357828,344357828,0,1.7,1.4521529457724422,25.52956326559825,0.9180931731280405,[],SHMainConnect
600696.SH,*ST岩石,SSE,CNY,100,334469431,334469431,0,-0.65,-0.7584618464878484,0.8592209433333834,0.0,[],SHMainConnect
600697.SH,欧亚集团,SSE,CNY,100,159088075,155376015,0,-0.1749,-0.1741204491914306,14.42261261241611,0.1,[],SHMainConnect
600698.SH,湖南天雁,SSE,CNY,100,1068637732,830451741,0,0.0039,0.0039075701755214,0.7211031145679218,0.0,[],SHMainConnect
600699.SH,均胜电子,SSE,CNY,100,1550770563,1355053644,0,0.69,0.7346092330616415,9.236116384858152,0.2321696613736922,[],SHMainConnect
600702.SH,舍得酒业,SSE,CNY,100,332758879,332618879,0,1.0521,0.4474573630235123,21.304658433952714,0.4250498183100322,[],SHMainConnect
600703.SH,三安光电,SSE,CNY,100,4989018727,4989018727,0,0.05,0.0188972609783511,7.085503786227821,0.0188653479271656,[],SHMainConnect
600704.SH,物产中大,SSE,CNY,100,5171179890,5171179890,0,0.58,0.7346014984657592,7.912083861576899,0.21,[],SHMainConnect
600706.SH,曲江文旅,SSE,CNY,100,255059785,254030185,0,-0.51,0.0966794818712797,2.488180012227329,0.0,[],SHMainNonConnect
600707.SH,彩虹股份,SSE,CNY,100,3588389732,3587669732,0,0.35,0.1087334335232681,6.070085092039273,0.0,[],SHMainConnect
600708.SH,光明地产,SSE,CNY,100,2228636743,2225277771,0,-0.425535,-0.5677614733151692,4.101338252530103,0.0,[],SHMainConnect
600710.SH,苏美达,SSE,CNY,100,1306749434,1306749434,0,0.88,0.9557760736095333,6.298429956932355,0.369,[],SHMainConnect
600711.SH,盛屯矿业,SSE,CNY,100,3090611551,3090611551,0,0.6422,0.6491998005413525,5.463125148097914,0.1490515954685242,[],SHMainConnect
600712.SH,南宁百货,SSE,CNY,100,544655360,538648371,0,-0.0581,-0.067885703153642,1.4633095301219472,0.0,[],SHMainNonConnect
600713.SH,南京医药,SSE,CNY,100,1308932215,1285365527,0,0.438,0.4054575027554043,5.323041237081937,0.16996145878341,[],SHMainConnect
600714.SH,金瑞矿业,SSE,CNY,100,288176273,288176273,0,0.121,0.1966036601840569,2.667241373199382,0.0700000000173505,[],SHMainNonConnect
600715.SH,文投控股,SSE,CNY,100,4059853500,2862372241,0,-0.24,-0.1257097203507466,0.2766368499257424,0.0,[],SHMainConnect
600716.SH,凤凰股份,SSE,CNY,100,936060590,936060590,0,-0.191,-0.1508261903003522,5.374350022203156,0.0,[],SHMainConnect
600717.SH,天津港,SSE,CNY,100,2894001038,2894001038,0,0.34,0.3043128091476517,6.889269045103224,0.1039999999993089,[],SHMainConnect
600718.SH,东软集团,SSE,CNY,100,1193423118,1193423118,0,0.05,-0.0320363234324408,7.926700055763458,0.1494366303200773,[],SHMainConnect
600719.SH,大连热电,SSE,CNY,100,404599600,404599600,0,-0.361,-0.3512728044466678,0.7281450015521518,0.0,[],SHMainNonConnect
600720.SH,中交设计,SSE,CNY,100,2294595565,1009049771,0,0.8261,0.6636457482911591,6.650436292318903,0.229000000002179,[],SHMainConnect
600721.SH,百花医药,SSE,CNY,100,384547635,384547635,0,0.1085,0.1305430727977302,2.064297312243254,0.0,[],SHMainNonConnect
600722.SH,金牛化工,SSE,CNY,100,680319676,680319676,0,0.0774,0.0730413193723358,1.8150400390007242,0.0,[],SHMainNonConnect
600724.SH,宁波富达,SSE,CNY,100,1445241071,1444942664,0,0.1452,0.1514165617495104,1.974013402833886,0.14,[],SHMainConnect
600725.SH,云维股份,SSE,CNY,100,1232470000,1232470000,0,-0.0509,-0.0575220378995026,0.2273775016754972,0.0,[],SHMainNonConnect
600726.SH,华电能源,SSE,CNY,100,7907336210,7475336208,0,0.02,-0.0025345766599192,0.5200836237605736,0.0,[],SHMainConnect
600727.SH,鲁北化工,SSE,CNY,100,528583135,528583135,0,0.49,0.1272056053207222,6.061137038623073,0.05,[],SHMainNonConnect
600728.SH,佳都科技,SSE,CNY,100,2132599261,2132599261,0,-0.0538,0.1252347678272969,3.6842276384433204,0.0,[],SHMainConnect
600729.SH,重庆百货,SSE,CNY,100,440453077,192482844,0,2.32,3.13950899963857,17.88993538444505,1.5211295842757844,[],SHMainConnect
600730.SH,中国高科,SSE,CNY,100,586656002,586656002,0,0.083,0.0144167672557111,3.0541354993415717,0.01,[],SHMainConnect
600731.SH,湖南海利,SSE,CNY,100,558742416,541682665,0,0.475,0.4705588906284144,5.668576610031339,0.2,[],SHMainNonConnect
600732.SH,爱旭股份,SSE,CNY,100,2117249923,1808521385,0,-2.91,-1.4266077461937874,3.055418094134936,0.0,[],SHMainConnect
600733.SH,北汽蓝谷,SSE,CNY,100,5573503169,4891711921,0,-1.2466,-1.0553896317825886,0.3744463712980083,0.0,[],SHMainConnect
600734.SH,实达集团,SSE,CNY,100,2178303106,2177853106,0,0.0026,-0.0543834926937849,0.1424709998278816,0.0,[],SHMainConnect
600735.SH,ST新华锦,SSE,CNY,100,428778219,425451827,0,-0.312,-0.3718201121825174,2.8452275964372156,0.0,[],SHMainNonConnect
600736.SH,苏州高新,SSE,CNY,100,1151292907,1151292907,0,0.11345,0.1495073742602325,6.484710335933651,0.0180000000034744,[],SHMainConnect
600737.SH,中粮糖业,SSE,CNY,100,2138848228,2138848228,0,0.8011,0.6388106714414334,5.272675540903316,0.41,[],SHMainConnect
600738.SH,丽尚国潮,SSE,CNY,100,761335236,760666196,0,0.1,0.1063764304480451,2.6797862799036403,0.0144865025661311,[],SHMainConnect
600739.SH,辽宁成大,SSE,CNY,100,1529709816,1529709816,0,0.1377,0.564020220721392,19.23098572279149,0.0199033295344952,[],SHMainConnect
600740.SH,山西焦化,SSE,CNY,100,2562121154,2562121154,0,0.1027,-0.0154670914715066,5.942517858251913,0.02,[],SHMainConnect
600741.SH,华域汽车,SSE,CNY,100,3152723984,3152723984,0,2.122197,2.190160381001498,20.529729297653606,0.8,[],SHMainConnect
600742.SH,富维股份,SSE,CNY,100,743057880,743057880,0,0.6847,0.6732423602048336,11.679731871708299,0.67,[],SHMainConnect
600743.SH,华远控股,SSE,CNY,100,2346100874,2346100874,0,-0.683,-0.3050921730529137,0.269760104841937,0.0,[],SHMainConnect
600744.SH,华银电力,SSE,CNY,100,2031124274,2031124274,0,-0.0555,0.1034708133964234,0.700571014789615,0.0,[],SHMainConnect
600745.SH,闻泰科技,SSE,CNY,100,1244651641,1244651641,0,-2.28,-1.3932604372230124,27.284139171757218,0.0,[],SHMainConnect
600746.SH,江苏索普,SSE,CNY,100,1167842884,1166082347,0,0.1842,0.1126293398556171,4.66856067853559,0.0493065580044242,[],SHMainConnect
600748.SH,上实发展,SSE,CNY,100,1844562892,1844562892,0,-0.16,-0.3370595934117924,5.661366498893007,0.0,[],SHMainConnect
600749.SH,西藏旅游,SSE,CNY,100,226965517,226965517,0,0.0749,0.1286659922881589,4.740478167527097,0.0,[],SHMainNonConnect
600750.SH,华润江中,SSE,CNY,100,634953289,628685365,0,1.25,1.297854285057495,5.977533141859196,1.2000807612164366,[],SHMainConnect
600751.SH,海航科技,SSE,CNY,100,2899337783,2573189052,0,0.04,0.037809359127715,2.6120426545691657,0.0,[],SHMainConnect
600753.SH,*ST海钦,SSE,CNY,100,230307175,230307175,0,-1.02,-0.5984898038456683,0.0965553519989119,0.0,[],SHMainNonConnect
600754.SH,锦江酒店,SSE,CNY,100,1066298444,906044063,0,0.8535,0.5171406956118563,14.85606654217344,0.3796987222462832,[],SHMainConnect
600755.SH,厦门国贸,SSE,CNY,100,2137621097,2132158487,0,0.03,0.2296053263690258,9.196124624802952,0.1723733002434903,[],SHMainConnect
600756.SH,浪潮软件,SSE,CNY,100,349628753,324098753,0,0.04,-0.2937140257168723,6.79547580044139,0.0,[],SHMainConnect
600757.SH,长江传媒,SSE,CNY,100,1213650273,1213497103,0,0.78,0.9188280127878322,8.149565615332746,0.41,[],SHMainConnect
600758.SH,辽宁能源,SSE,CNY,100,1322017394,1320743394,0,0.15,0.0314542925522204,4.191012622818788,0.0320000000015128,[],SHMainConnect
600759.SH,洲际油气,SSE,CNY,100,4149009280,4143685780,0,0.1235,0.1000440693567212,2.118746495869491,0.0,[],SHMainConnect
600760.SH,中航沈飞,SSE,CNY,100,2835094714,2826185991,0,1.23,1.0362041491640974,7.696585682170617,0.2527188491594077,[],SHMainConnect
600761.SH,安徽合力,SSE,CNY,100,890692761,890692761,0,1.48,1.417025705780941,12.10022124860404,0.7,[],SHMainConnect
600763.SH,通策医疗,SSE,CNY,100,447289117,447289117,0,1.119999,1.1561922240777434,9.711183772910799,0.45,[],SHMainConnect
600764.SH,中国海防,SSE,CNY,100,710629386,710629386,0,0.3208,0.3280298229603469,11.626744274405787,0.1289999999943712,[],SHMainConnect
600765.SH,中航重机,SSE,CNY,100,1563548153,1552494153,0,0.43,0.1496574249414882,9.100546218438083,0.122730434538782,[],SHMainConnect
600768.SH,宁波富邦,SSE,CNY,100,133747200,133747200,0,0.01,0.1020917945198105,2.895343822524883,0.05,[],SHMainNonConnect
600769.SH,祥龙电业,SSE,CNY,100,374977200,374977200,0,0.0342,0.0492858983692875,0.3204853768709138,0.0,[],SHMainNonConnect
600770.SH,综艺股份,SSE,CNY,100,1300000000,1300000000,0,0.0232,0.0375907909923077,2.637542796769231,0.0,[],SHMainConnect
600771.SH,广誉远,SSE,CNY,100,489491141,489491141,0,0.15,0.1682825057910496,3.36817601377182,0.0,[],SHMainConnect
600773.SH,西藏城投,SSE,CNY,100,951586865,951586865,0,0.01,0.0516123145730894,4.961531105885956,0.01,[],SHMainConnect
600774.SH,汉商集团,SSE,CNY,100,295032402,294842131,0,-0.0494,-0.0262843044609046,5.659826781297059,0.0,[],SHMainNonConnect
600775.SH,南京熊猫,SSE,CNY,100,913838529,671838529,0,-0.2067,-0.196580476341461,3.30896428957637,0.0,[],SHMainConnect
600776.SH,东方通信,SSE,CNY,100,1256000064,956000064,0,0.12018,0.3277284230297619,3.0102318314531553,0.0609999999968153,[],SHMainConnect
