symbol,name_cn,exchange,currency,lot_size,total_shares,circulating_shares,hk_shares,eps,eps_ttm,bps,dividend_yield,stock_derivatives,board
600000.SH,浦发银行,SSE,CNY,100,33305838300,33305838300,0,1.52,1.4667998913571858,21.04754108531176,0.3725997981377938,[],SHMainConnect
600004.SH,白云机场,SSE,CNY,100,2577244598,2366718283,0,0.39,0.5252581659616306,8.011322276082232,0.1441752058451691,[],SHMainConnect
600006.SH,东风股份,SSE,CNY,100,2000000000,2000000000,0,0.0146,0.122670579395,4.18396703965,0.005,[],SHMainConnect
600007.SH,中国国贸,SSE,CNY,100,1007282534,1007282534,0,1.25,1.175544541905062,9.416817795234401,1.099999999602892,[],SHMainConnect
600008.SH,首创环保,SSE,CNY,100,7340590677,7340590677,0,0.4806,0.2324035882187632,2.845499339758377,0.21,[],SHMainConnect
600009.SH,上海机场,SSE,CNY,100,2488313040,2046279515,0,0.78,0.9509812582543875,16.89704823266529,0.5100049085423753,[],SHMainConnect
600010.SH,包钢股份,SSE,CNY,100,45288619348,31380798287,0,0.0058,0.0223819296607629,1.1499157938940312,0.002,[],SHMainConnect
600011.SH,华能国际,SSE,CNY,100,15698093359,10997709919,0,0.459359,0.9277230768697456,4.25875918629769,0.27,[],SHMainConnect
600012.SH,皖通高速,SSE,CNY,100,1708591889,1165600000,0,1.006252,1.0213327945980901,7.279389402959995,0.6040000000023411,[],SHMainConnect
600015.SH,华夏银行,SSE,CNY,100,15914928468,15387223983,0,1.61709,1.7057569598621962,19.388651392334992,0.405,[],SHMainConnect
600016.SH,民生银行,SSE,CNY,100,43782418502,35462123213,0,0.639075,0.6932463084151806,12.834421195218605,0.197999999999863,[],SHMainConnect
600017.SH,日照港,SSE,CNY,100,3075653888,3075653888,0,0.21,0.1770201060672793,4.5692882061474664,0.1189999999993497,[],SHMainConnect
600018.SH,上港集团,SSE,CNY,100,23279960504,23246718350,0,0.6436,0.6192579371366617,6.014878565187878,0.195008749581425,[],SHMainConnect
600019.SH,宝钢股份,SSE,CNY,100,21782084749,21782084749,0,0.341651,0.4333484252641772,9.376996183768728,0.2164928031260411,[],SHMainConnect
600020.SH,中原高速,SSE,CNY,100,2247371832,2247371832,0,0.3352,0.4532100745000349,5.289698019869103,0.17,[],SHMainConnect
600021.SH,上海电力,SSE,CNY,100,2821234945,2821234945,0,0.6172,0.934675244790717,7.489698573710953,0.2795542505234352,[],SHMainConnect
600022.SH,山东钢铁,SSE,CNY,100,10698849554,10698849554,0,-0.2129,-0.0623435346560814,1.7636981788191617,0.0,[],SHMainConnect
600023.SH,浙能电力,SSE,CNY,100,13408732749,13408732749,0,0.58,0.5434967268374781,5.598347223823843,0.34,[],SHMainConnect
600025.SH,华能水电,SSE,CNY,100,18631094257,18000000000,0,0.44,0.4621702924553027,3.687400199448199,0.1932253656355918,[],SHMainConnect
600026.SH,中远海能,SSE,CNY,100,5465220839,3474776395,0,0.8461,0.6043451768756604,8.30655682754195,0.1833161133765486,[],SHMainConnect
600027.SH,华电国际,SSE,CNY,100,11611774184,8510327533,0,0.46,0.5670208441593994,4.19237536216283,0.2121032331694541,[],SHMainConnect
600028.SH,中国石化,SSE,CNY,100,120925514222,94752475375,0,0.403993,0.2981174008804952,6.867591220347302,0.2285410970625097,[],SHMainConnect
600029.SH,南方航空,SSE,CNY,100,18120922035,13476924727,0,-0.093593,-0.0747202596746893,2.0437714443265085,0.0,[],SHMainConnect
600030.SH,中信证券,SSE,CNY,100,14820546829,12176550974,0,1.96,1.8935702739413407,18.910437391913725,0.28,[],SHMainConnect
600031.SH,三一重工,SSE,CNY,100,9195004437,8474390037,0,0.7058,0.8964739556655855,7.984047044565879,0.613772450546127,[],SHMainConnect
600032.SH,浙江新能,SSE,CNY,100,2404675324,2404675324,0,0.2356,0.2228954659785081,5.384477969962318,0.0520000000008317,[],SHMainConnect
600033.SH,福建高速,SSE,CNY,100,2744400000,2744400000,0,0.2845,0.2948366652528786,4.530112545984551,0.1,[],SHMainConnect
600035.SH,楚天高速,SSE,CNY,100,1610115901,1610115901,0,0.48,0.4181895555604478,5.530033095257283,0.17,[],SHMainConnect
600036.SH,招商银行,SSE,CNY,100,25219845601,20628944429,0,5.7,5.90721300823875,43.21311150123722,3.013023997140846,[],SHMainConnect
600037.SH,歌华有线,SSE,CNY,100,1391777884,1391777884,0,-0.05,-0.0400714025069247,9.106819960985959,0.027000000001437,[],SHMainConnect
600038.SH,中直股份,SSE,CNY,100,819893213,668935221,0,0.7234,0.6968234486653813,21.043974079280492,0.2039999999975607,[],SHMainConnect
600039.SH,四川路桥,SSE,CNY,100,8695590645,8695590645,0,0.83,0.8897335635674924,5.720185145632508,0.4096189674864806,[],SHMainConnect
600048.SH,保利发展,SSE,CNY,100,11970443418,11970443418,0,0.42,-0.0737471634402909,16.11214954691497,0.1685083787094177,[],SHMainConnect
600050.SH,中国联通,SSE,CNY,100,31264425327,30766826127,0,0.291553,0.3026942794572096,5.499229146825892,0.1733000000000288,[],SHMainConnect
600051.SH,宁波联合,SSE,CNY,100,310880000,310880000,0,0.26,0.2998610240607308,10.929042835145394,0.12,[],SHMainNonConnect
600052.SH,东望时代,SSE,CNY,100,844194741,844194741,0,-0.45,-0.4667998720096267,3.207350508453357,0.0197569521935698,[],SHMainNonConnect
600053.SH,九鼎投资,SSE,CNY,100,433540800,433540800,0,-0.6189,-0.7501851327718176,5.930605400391382,0.0,[],SHMainConnect
600054.SH,黄山旅游,SSE,CNY,100,729379440,513300000,0,0.43,0.3888270027600449,6.563393010995759,0.242,[],SHMainConnect
600055.SH,万东医疗,SSE,CNY,100,703061058,703061058,0,0.224,0.020492976671167,6.660873296227993,0.13,[],SHMainConnect
600056.SH,中国医药,SSE,CNY,100,1495879748,1495351478,0,0.358,0.3431822259284976,7.923736195584888,0.1053100000054282,[],SHMainConnect
600057.SH,厦门象屿,SSE,CNY,100,2840589339,2092510164,0,0.48,0.7612619430309,5.771630691214813,0.3429895066222383,[],SHMainConnect
600058.SH,五矿发展,SSE,CNY,100,1071910711,1071910711,0,0.117223,0.0963982441537521,4.660085157811246,0.0,[],SHMainConnect
600059.SH,古越龙山,SSE,CNY,100,911542413,911542413,0,0.225515,0.2257633253977838,6.379308626926172,0.08,[],SHMainConnect
600060.SH,海信视像,SSE,CNY,100,1304972254,1300168721,0,1.716,1.965014864178101,15.6597200517874,0.88,[],SHMainConnect
600061.SH,国投资本,SSE,CNY,100,6393983737,6393983737,0,0.4,0.542187355788703,8.393097793041822,0.1269999599969267,[],SHMainConnect
600062.SH,华润双鹤,SSE,CNY,100,1038757509,1032977891,0,1.5838,1.5212277056954588,10.896238961156815,0.4710282200809583,[],SHMainConnect
600063.SH,皖维高新,SSE,CNY,100,2069106449,2069106449,0,0.17,0.2655537813076528,4.145534844302252,0.1410297714750393,[],SHMainConnect
600064.SH,南京高科,SSE,CNY,100,1730339644,1730339644,0,0.997,1.343792912774528,11.380303041840264,0.3,[],SHMainConnect
600066.SH,宇通客车,SSE,CNY,100,2213939223,2213939223,0,1.86,2.247889878352817,6.05928967338233,1.5,[],SHMainConnect
600067.SH,冠城新材,SSE,CNY,100,1391668739,1391668739,0,-0.49,-0.3679441826637165,4.042159267328343,0.2155367783827183,[],SHMainConnect
600071.SH,凤凰光学,SSE,CNY,100,281573889,281573889,0,0.05,0.2231236292296975,1.7895072243719303,0.0,[],SHMainConnect
600072.SH,中船科技,SSE,CNY,100,1502624316,1083337316,0,0.0972,-0.8096676630913778,6.460077993214107,0.0300778121042998,[],SHMainConnect
600073.SH,光明肉业,SSE,CNY,100,937729472,937729472,0,0.23,0.00290534227765,5.346665875806024,0.07,[],SHMainConnect
600075.SH,新疆天业,SSE,CNY,100,1707363785,1707363785,0,0.04,0.038380560379521,5.240449396933882,0.019999986856931,[],SHMainConnect
600076.SH,康欣新材,SSE,CNY,100,1344543367,1344543367,0,-0.25,-0.295693796710389,2.8346918432047867,0.0,[],SHMainNonConnect
600078.SH,澄星股份,SSE,CNY,100,676812861,662572861,0,-0.3002,-0.1521828319098682,2.564728796266181,0.0,[],SHMainConnect
600079.SH,ST人福,SSE,CNY,100,1632225965,1543178770,0,0.82,0.8752630630342901,11.587697828566279,0.32,[],SHMainConnect
600080.SH,金花股份,SSE,CNY,100,373270285,373270285,0,0.2088,0.2098276010907217,4.24463045749811,0.0283477724191198,[],SHMainConnect
600081.SH,东风科技,SSE,CNY,100,553026170,553026170,0,0.1608,0.0947383947490225,8.290475209464319,0.05,[],SHMainConnect
600082.SH,海泰发展,SSE,CNY,100,646115826,634335412,0,0.0148,0.0935340062386895,2.752529736549125,0.0,[],SHMainConnect
600084.SH,中信尼雅,SSE,CNY,100,1123726830,1123726830,0,0.0148,0.0105607336615786,1.1513045659059329,0.0,[],SHMainConnect
600085.SH,同仁堂,SSE,CNY,100,1371470262,1371470262,0,1.113,0.9870949608603325,9.962637431259155,0.5,[],SHMainConnect
600088.SH,中视传媒,SSE,CNY,100,397706400,397706400,0,0.11,-0.194730709287052,3.1743181706404524,0.034,[],SHMainConnect
600089.SH,特变电工,SSE,CNY,100,5052792571,5052792571,0,0.7962,1.0527770395900544,13.618248487879594,0.248389809370625,[],SHMainConnect
600094.SH,大名城,SSE,CNY,100,2324950045,2126229950,0,-1.0,-0.9940902224159401,4.411207849444352,0.03,[],SHMainConnect
600095.SH,湘财股份,SSE,CNY,100,2859187743,2859187743,0,0.0382,0.1417574540050062,4.274546761223298,0.0,[],SHMainConnect
600096.SH,云天化,SSE,CNY,100,1822990731,1822990731,0,2.9073,3.0926079445929995,13.285414780663523,1.6,[],SHMainConnect
600097.SH,开创国际,SSE,CNY,100,240936559,240936559,0,0.25,0.4371636635683836,9.62598134872508,0.08,[],SHMainConnect
600098.SH,广州发展,SSE,CNY,100,3505864981,3505864981,0,0.4953,0.6571369061945058,7.844271264441487,0.3700340313989976,[],SHMainConnect
600099.SH,林海股份,SSE,CNY,100,219120000,219120000,0,0.084,0.0945692968236583,2.4429682880156993,0.03,[],SHMainNonConnect
600100.SH,同方股份,SSE,CNY,100,3350297713,3350297713,0,0.042,0.0505152908152912,4.823700762398484,0.0,[],SHMainConnect
600101.SH,明星电力,SSE,CNY,100,547862471,547862471,0,0.3356,0.2985872976687246,5.664931404071297,0.12,[],SHMainConnect
600103.SH,青山纸业,SSE,CNY,100,2240826747,2212329047,0,0.0381,0.0281166920130483,1.773256877690241,0.0120665556122086,[],SHMainConnect
600104.SH,上汽集团,SSE,CNY,100,11495277504,11495277504,0,0.145,0.2487816725811859,25.708239439107672,0.0874611552631205,[],SHMainConnect
600105.SH,永鼎股份,SSE,CNY,100,1461994802,1461994802,0,0.0438,0.2279126414978868,2.2570379562608047,0.085,[],SHMainConnect
600106.SH,重庆路桥,SSE,CNY,100,1329025062,1329025062,0,0.118471,0.172915298778617,3.896376548503342,0.0359999999984951,[],SHMainConnect
600107.SH,ST尔雅,SSE,CNY,100,360000000,360000000,0,-0.19,-0.1534162361944444,1.2680802974444445,0.0,[],SHMainNonConnect
600108.SH,亚盛集团,SSE,CNY,100,1946915121,1946915121,0,0.0493,0.0487448827667716,2.215990011795691,0.0055000000023113,[],SHMainConnect
600109.SH,国金证券,SSE,CNY,100,3705364910,3705364910,0,0.452,0.6684772453356018,9.40912291337859,0.1192842161826377,[],SHMainConnect
600110.SH,诺德股份,SSE,CNY,100,1735180932,1735180932,0,-0.2029,-0.1313660601072119,3.392126528163116,0.0,[],SHMainConnect
600111.SH,北方稀土,SSE,CNY,100,3615065842,3615065842,0,0.2778,0.5920465859221825,6.607130717311013,0.035,[],SHMainConnect
600113.SH,浙江东日,SSE,CNY,100,421176660,411431160,0,0.35,0.3426538031333455,6.033337124616544,0.1200541340538671,[],SHMainConnect
600114.SH,东睦股份,SSE,CNY,100,631383477,616383477,0,0.639999,0.8483267209255778,5.135832469828792,0.2928727941672126,[],SHMainConnect
600115.SH,中国东航,SSE,CNY,100,22087736670,17024964893,0,-0.19,-0.0898688729251316,0.7417238010742728,0.0,[],SHMainConnect
600116.SH,三峡水利,SSE,CNY,100,1912142904,1912142904,0,0.16,0.1448806317877589,5.924776303120909,0.0396035528315304,[],SHMainConnect
600117.SH,西宁特钢,SSE,CNY,100,3255114857,3255114857,0,-0.27,-0.3140983760623105,1.2357608968972857,0.0,[],SHMainConnect
600118.SH,中国卫星,SSE,CNY,100,1182489135,1182489135,0,0.02,0.0485974783861333,5.370836560007801,0.01,[],SHMainConnect
600119.SH,长江投资,SSE,CNY,100,365270370,365270370,0,-0.21,-0.1684260931156283,0.3267274109860047,0.0,[],SHMainConnect
600120.SH,浙江东方,SSE,CNY,100,3415381492,3415381492,0,0.28,0.3893371465778266,4.7963404156346,0.1166193738424112,[],SHMainConnect
600121.SH,郑州煤电,SSE,CNY,100,1218412038,1218412038,0,0.232,-0.0923696863786239,1.2580210523740738,0.0,[],SHMainConnect
600123.SH,兰花科创,SSE,CNY,100,1473240021,1473240021,0,0.4843,0.0145302928001302,10.72936209900179,0.15,[],SHMainConnect
600125.SH,铁龙物流,SSE,CNY,100,1305521874,1305521874,0,0.293,0.409262751632762,5.908427282950297,0.14,[],SHMainConnect
600126.SH,杭钢股份,SSE,CNY,100,3377189083,3377189083,0,-0.19,-0.0239219825969099,5.77451115393766,0.0,[],SHMainConnect
600127.SH,金健米业,SSE,CNY,100,641783218,641783218,0,0.0035,0.0321255567639352,1.0595439517086283,0.0,[],SHMainConnect
600128.SH,苏豪弘业,SSE,CNY,100,251698700,246767500,0,0.1354,0.1854868397413256,8.64595395800614,0.0980408321536822,[],SHMainNonConnect
600129.SH,太极集团,SSE,CNY,100,551418185,551418185,0,0.047859,-0.6392910025809178,6.416388030275063,0.0,[],SHMainConnect
600130.SH,*ST波导,SSE,CNY,100,750000000,750000000,0,0.00672,0.0060224112,1.27996962828,0.0,[],SHMainNonConnect
600131.SH,国网信通,SSE,CNY,100,1198355044,1195905149,0,0.57,0.5418677720607149,5.19732478479892,0.2214225930357915,[],SHMainConnect
600132.SH,重庆啤酒,SSE,CNY,100,483971198,483971198,0,2.3,2.11490929313525,4.138007791674413,2.2,[],SHMainConnect
600133.SH,东湖高新,SSE,CNY,100,1066239875,1066239875,0,0.4831,0.3613149786111685,8.229791133819676,0.1650000000046894,[],SHMainConnect
600135.SH,乐凯胶片,SSE,CNY,100,553307099,553307099,0,-0.1125,-0.164977964976372,4.310754936093817,0.0,[],SHMainConnect
600136.SH,ST明诚,SSE,CNY,100,2040825931,1943089494,0,-0.05,-0.0386852660144879,0.116537526330559,0.0,[],SHMainConnect
600137.SH,浪莎股份,SSE,CNY,100,97217588,97217588,0,0.241,0.282512022927374,5.582167531558179,0.1860000000205724,[],SHMainNonConnect
600138.SH,中青旅,SSE,CNY,100,723840000,723840000,0,0.115892,0.1771423086317418,8.812997139920425,0.07,[],SHMainConnect
600141.SH,兴发集团,SSE,CNY,100,1108270553,1108270553,0,1.4,1.4486055244670928,19.62265111979385,0.9954746077242386,[],SHMainConnect
600143.SH,金发科技,SSE,CNY,100,2634826028,2634826028,0,0.312,0.4577832086604847,7.2404129656107985,0.0977154944060694,[],SHMainConnect
600148.SH,长春一东,SSE,CNY,100,141516450,141516450,0,-0.0164,0.066820580999594,3.3555860122975103,0.0,[],SHMainNonConnect
600149.SH,廊坊发展,SSE,CNY,100,380160000,380160000,0,0.2234,0.0423395966961279,0.6135477485006313,0.0,[],SHMainNonConnect
600150.SH,中国船舶,SSE,CNY,100,7525621288,7525621288,0,0.81,0.8968473092756033,18.7542661432075,0.1485734063289739,[],SHMainConnect
600151.SH,航天机电,SSE,CNY,100,1434252287,1434252287,0,-0.0496,-0.1936933246458892,3.23556729576266,0.0,[],SHMainConnect
600152.SH,维科技术,SSE,CNY,100,529079375,529079375,0,-0.05,-0.1674285941499799,3.21829365739309,0.0,[],SHMainConnect
600153.SH,建发股份,SSE,CNY,100,2899538551,2899538551,0,0.82,0.7022498803913989,19.20812381646448,0.3049204363898109,[],SHMainConnect
600155.SH,华创云信,SSE,CNY,100,2213542477,2213542477,0,0.03,0.071632058258442,9.02889415723645,0.0,[],SHMainConnect
600156.SH,华升股份,SSE,CNY,100,402110702,402110702,0,-0.1227,-0.106789144870857,0.9821912594855533,0.01,[],SHMainNonConnect
600157.SH,永泰能源,SSE,CNY,100,21817764145,21817764145,0,0.0705,0.0134984725901665,2.1571285671059766,0.0,[],SHMainConnect
600158.SH,中体产业,SSE,CNY,100,959513067,959513067,0,0.0654,0.0193398067918131,2.7078035178962288,0.0197000000001042,[],SHMainConnect
600159.SH,大龙地产,SSE,CNY,100,830003232,830003232,0,-0.24,-0.234541122389268,2.068244840051418,0.0,[],SHMainNonConnect
600160.SH,巨化股份,SSE,CNY,100,2699746081,2699746081,0,0.73,1.466591802982971,7.569068446129916,0.41,[],SHMainConnect
600161.SH,天坛生物,SSE,CNY,100,1977371446,1977371446,0,0.78,0.665596597190875,5.797114071283095,0.25,[],SHMainConnect
600162.SH,香江控股,SSE,CNY,100,3268438122,3268438122,0,0.0189,-0.0179484694402301,1.7691790770515312,0.0109366140975393,[],SHMainConnect
600163.SH,中闽能源,SSE,CNY,100,1902996143,1902996143,0,0.3422,0.2995531573812549,3.651251358463736,0.0830000000005255,[],SHMainConnect
600165.SH,ST宁科,SSE,CNY,100,1615883775,732913646,0,-0.787,-0.1920587503021373,-0.1108902276712321,0.0,[],SHMainConnect
600166.SH,福田汽车,SSE,CNY,100,7917400367,7917400367,0,0.01,0.0961183102741531,1.9403558853574898,0.0,[],SHMainConnect
600167.SH,联美控股,SSE,CNY,100,2262840463,2262840463,0,0.2935,0.3066885447372345,4.790854383427207,0.196614037036512,[],SHMainConnect
600168.SH,武汉控股,SSE,CNY,100,993397569,993397569,0,0.09,0.0991276431843171,5.4023666346419255,0.0269999999969801,[],SHMainConnect
600169.SH,ST太重,SSE,CNY,100,3347103170,3333141500,0,0.0583,0.0628063965563392,1.5218751242884454,0.0,[],SHMainConnect
600170.SH,上海建工,SSE,CNY,100,8885939744,8885939744,0,0.18,0.2281684488530333,3.5517350279277338,0.06,[],SHMainConnect
600171.SH,上海贝岭,SSE,CNY,100,708923303,708923303,0,0.56,0.5095445627353006,6.337829415617334,0.17,[],SHMainConnect
600172.SH,黄河旋风,SSE,CNY,100,1442184476,1276255750,0,-0.7063,-0.7493216961725221,0.6846373689228367,0.0,[],SHMainConnect
600173.SH,卧龙新能,SSE,CNY,100,700506244,700416244,0,0.0589,-0.0222369749926169,5.466612272666623,0.0,[],SHMainConnect
600176.SH,中国巨石,SSE,CNY,100,4003136728,4003136728,0,0.6107,0.8692688010430605,7.8967331666419165,0.41,[],SHMainConnect
600177.SH,雅戈尔,SSE,CNY,100,4623441902,4623441902,0,0.6,0.5633626598602385,9.260592348115981,0.4588828182229854,[],SHMainConnect
600178.SH,东安动力,SSE,CNY,100,466476161,466476161,0,0.0121,0.0086754807390897,5.452968566661652,0.0050000000107187,[],SHMainConnect
600179.SH,安通控股,SSE,CNY,100,4231526979,3862278495,0,0.1443,0.2630475588443601,2.702546317209715,0.0,[],SHMainConnect
600180.SH,瑞茂通,SSE,CNY,100,1086627464,1086627464,0,0.0618,0.0147681287024787,7.2534822726328585,0.0347236596626275,[],SHMainConnect
600182.SH,S佳通,SSE,CNY,100,340000000,170000000,0,0.5126,0.4106568032058824,3.315736052470588,0.87,[],SHMainNonConnect
600183.SH,生益科技,SSE,CNY,100,2429119230,2394501544,0,0.73,1.1566283170505385,6.39394297095495,1.0000832647477744,[],SHMainConnect
600184.SH,光电股份,SSE,CNY,100,582727468,582727468,0,-0.4051,-0.3132414092242516,5.814675435533099,0.0,[],SHMainConnect
600185.SH,珠免集团,SSE,CNY,100,1885005795,1885005795,0,-0.8,-0.7898957888774024,0.3037248861720343,0.0,[],SHMainConnect
600186.SH,莲花控股,SSE,CNY,100,1793107141,1789138291,0,0.12,0.1618687454605369,1.0633925761829308,0.0,[],SHMainConnect
600187.SH,国中水务,SSE,CNY,100,1613781103,1613781103,0,0.027,0.0114272275252934,1.971177042832184,0.0,[],SHMainConnect
600188.SH,兖矿能源,SSE,CNY,100,10037480544,5923911084,0,1.4472,1.0463768227454509,5.198448432479473,0.72,[],SHMainConnect
600189.SH,泉阳泉,SSE,CNY,100,715197812,715197812,0,0.01,0.0131383042038725,1.7280651126488624,0.0,[],SHMainConnect
600191.SH,华资实业,SSE,CNY,100,484932000,484932000,0,0.0525,0.0810585647678437,3.4912107484554533,0.0,[],SHMainNonConnect
600192.SH,长城电工,SSE,CNY,100,441748000,441748000,0,-0.5092,-0.5982189880882313,2.295536179473365,0.0,[],SHMainNonConnect
600193.SH,*ST创兴,SSE,CNY,100,425373000,425373000,0,-0.455,-0.4424937327710033,0.2093558101713085,0.0,[],SHMainConnect
600195.SH,中牧股份,SSE,CNY,100,1021148260,1021148260,0,0.0694,0.2099969054836366,5.598934193395189,0.023,[],SHMainConnect
600196.SH,复星医药,SSE,CNY,100,2670429325,2118488825,0,1.037252,1.2292172454667003,17.985311369755124,0.316300190180094,[],SHMainConnect
600197.SH,伊力特,SSE,CNY,100,473174717,473174717,0,0.6055,0.3846576471455891,8.069495566264585,0.45,[],SHMainConnect
600198.SH,大唐电信,SSE,CNY,100,1303603541,1301949804,0,0.021,0.0528281453402404,0.2103264398312953,0.0,[],SHMainConnect
600199.SH,金种子酒,SSE,CNY,100,657796824,657796824,0,-0.39,-0.3930683990806255,3.1445554680574133,0.0,[],SHMainConnect
600201.SH,生物股份,SSE,CNY,100,1111747826,1111747826,0,0.1,0.0906294043519902,4.919214375571894,0.0297284411150267,[],SHMainConnect
600202.SH,哈空调,SSE,CNY,100,383340672,383340672,0,0.0192,-0.0466862480222292,2.1062867494529773,0.01,[],SHMainNonConnect
600203.SH,福日电子,SSE,CNY,100,592988082,592988082,0,-0.648,-0.2745815430907767,2.923610043886177,0.02,[],SHMainConnect
600206.SH,有研新材,SSE,CNY,100,846553332,846553332,0,0.174,0.3289451972885271,5.003323086949943,0.1090000000023625,[],SHMainConnect
600207.SH,安彩高科,SSE,CNY,100,1089312554,1089312554,0,-0.3247,-0.5703861276439489,2.1954999760151486,0.0,[],SHMainConnect
600208.SH,衢州发展,SSE,CNY,100,8508940800,8507976337,0,0.12,-0.0500789352265796,4.892542589575896,0.0,[],SHMainConnect
600210.SH,紫江企业,SSE,CNY,100,1516736158,1516736158,0,0.533,0.8221180430314499,4.396343465077464,0.3,[],SHMainConnect
600211.SH,西藏药业,SSE,CNY,100,322319196,322319196,0,3.26,3.044182893624493,11.018385334424822,1.609000000018615,[],SHMainConnect
600212.SH,绿能慧充,SSE,CNY,100,704150213,531180213,0,0.021,0.0435760906742778,0.7655249746264012,0.0,[],SHMainConnect
600215.SH,派斯林,SSE,CNY,100,456882880,456882880,0,0.1409,-0.2319962924852864,4.391744694263878,0.0152006805332693,[],SHMainNonConnect
600216.SH,浙江医药,SSE,CNY,100,961637750,951389475,0,1.206806,1.293633448905266,11.495852777898953,0.366298837062085,[],SHMainConnect
600217.SH,中再资环,SSE,CNY,100,1657653673,1657653673,0,0.0152,-0.2496389331440283,1.8543183493492008,0.031,[],SHMainConnect
600218.SH,全柴动力,SSE,CNY,100,435599919,435599919,0,0.19,0.2077525741688671,7.470332590741368,0.06,[],SHMainConnect
600219.SH,南山铝业,SSE,CNY,100,11483701559,11483701559,0,0.41,0.4451825756472535,4.223038217415416,0.3897669889245857,[],SHMainConnect
600221.SH,海航控股,SSE,CNY,100,43215632535,42845514933,0,-0.021316,-0.0057656219609467,0.1245355831744741,0.0,[],SHMainConnect
600222.SH,太龙药业,SSE,CNY,100,573886283,573886283,0,0.0908,0.0818192105664948,2.775511366264874,0.0134886352737586,[],SHMainNonConnect
600223.SH,福瑞达,SSE,CNY,100,1016568775,1016568775,0,0.24,0.2106171662020605,4.118572484876884,0.06,[],SHMainConnect
600226.SH,亨通股份,SSE,CNY,100,2974381224,2974381224,0,0.06,0.0641227470342584,1.2149256172012468,0.0,[],SHMainConnect
600227.SH,赤天化,SSE,CNY,100,1688727685,1277599803,0,-0.0512,-0.1211190344285734,1.4179541235743998,0.0,[],SHMainConnect
600228.SH,*ST返利,SSE,CNY,100,416672427,416037177,0,-0.0213,-0.1275962084479374,0.9909740256462902,0.0,[],SHMainConnect
600229.SH,城市传媒,SSE,CNY,100,660707784,660707784,0,0.13,-0.0237120791965726,4.790356569902316,0.07,[],SHMainConnect
600230.SH,沧州大化,SSE,CNY,100,413961015,413961015,0,0.07,0.1307513937997277,9.719894089978498,0.0209999999879216,[],SHMainConnect
600231.SH,凌钢股份,SSE,CNY,100,2849624158,2813944158,0,-0.592088,-0.4066412070577344,1.6547835934264283,0.0,[],SHMainConnect
600232.SH,金鹰股份,SSE,CNY,100,364718544,364718544,0,0.06,-0.0613283788224379,2.5761987942680533,0.1,[],SHMainNonConnect
600233.SH,圆通速递,SSE,CNY,100,3422574671,3422574671,0,1.1649,1.1566554295638916,9.749354755252321,0.3597529719695632,[],SHMainConnect
600234.SH,科新发展,SSE,CNY,100,262520973,262520973,0,0.15,0.2270060870908017,1.9046425147906183,0.0,[],SHMainNonConnect
600235.SH,民丰特纸,SSE,CNY,100,351300000,351300000,0,0.2,0.0844457562766866,4.307543295018503,0.017,[],SHMainNonConnect
600236.SH,桂冠电力,SSE,CNY,100,7882377802,7882377802,0,0.2775,0.3220753233999834,2.261530878858273,0.17,[],SHMainConnect
600237.SH,铜峰电子,SSE,CNY,100,630704155,624615795,0,0.15,0.1801849714942817,3.050259477694419,0.0,[],SHMainNonConnect
600238.SH,*ST椰岛,SSE,CNY,100,448200000,445271580,0,-0.3,-0.2965432149933066,0.2264389310798751,0.0,[],SHMainConnect
600239.SH,云南城投,SSE,CNY,100,1605686909,1605686909,0,-0.03,-0.0639290313788066,0.7987757180500249,0.0,[],SHMainConnect
600241.SH,时代万恒,SSE,CNY,100,294302115,294302115,0,0.07,0.0076651221483746,3.970169137996171,0.0,[],SHMainNonConnect
600243.SH,*ST海华,SSE,CNY,100,438850000,438850000,0,-0.2,-0.1793579162584026,1.4436805392275265,0.0,[],SHMainNonConnect
600246.SH,万通发展,SSE,CNY,100,1890412476,1890412476,0,-0.2442,-0.1908632194458708,2.775453923855716,0.0,[],SHMainConnect
600248.SH,陕建股份,SSE,CNY,100,3739735286,3705739286,0,0.7932,0.2962475814043486,7.727691883644194,0.09,[],SHMainConnect
600249.SH,两面针,SSE,CNY,100,550000000,550000000,0,0.1475,0.0374031264363636,3.9844353690545455,0.03,[],SHMainNonConnect
600250.SH,南京商旅,SSE,CNY,100,310593879,310593879,0,0.15,0.0821744775916849,2.0118380884125537,0.0,[],SHMainNonConnect
600251.SH,冠农股份,SSE,CNY,100,776993583,776993583,0,0.26,0.2828049107453182,4.88376786151656,0.18,[],SHMainConnect
600252.SH,中恒集团,SSE,CNY,100,3184163070,3184163070,0,-0.1119,-0.1141771974888208,1.8154515582111816,0.0,[],SHMainConnect
600255.SH,鑫科材料,SSE,CNY,100,1806146955,1806146955,0,0.03,0.0233198064107691,0.8017436862384213,0.0,[],SHMainConnect
600256.SH,广汇能源,SSE,CNY,100,6392002964,6392002964,0,0.452,0.3109329995032211,3.7270524335992783,0.6220000000003129,[],SHMainConnect
600257.SH,大湖股份,SSE,CNY,100,481237188,481237188,0,-0.16,-0.1165628606615497,1.6562092346653807,0.0,[],SHMainConnect
600258.SH,首旅酒店,SSE,CNY,100,1116603126,1116603126,0,0.722099,0.7503334768113483,10.791831598212811,0.36,[],SHMainConnect
600259.SH,中稀有色,SSE,CNY,100,336435910,336435910,0,-0.89,0.3108469404767167,10.386827423416246,0.0,[],SHMainConnect
